"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"573","Bruno Colapaolo","214","0","Hispanoamérica","AR","1625","13","0","4","0","0","48","4","4","210","0","8","390575"
"574","Lucas O'Neille2","214","0","Hispanoamérica","AR","1899","14","0","5","0","0","68","4","4","356","0","8","364694"
"575","Marco De Fanti","213","0","Italy","IT","1798","13","1","4","0","0","62","4","4","206","0","15","15580"
"576","Daniel PILUSO","213","0","France","FR","2301","14","0","4","0","0","83","3","4","221","0","19","255133"
"577","Thomas Laruelle","213","0","France","FR","1158","16","0","5","0","0","168","7","4","377","0","27","302489"
"578","Ayal S","212","0","International Club","IL","1791","11","2","3","1","0","35","4","2","179","0","13","335351"
"579","Michael Qiao","212","0","New Jersey","US","3473","11","0","2","0","0","16","2","2","110","0","7","156368"
"580","Max Wobbles","212","0","Carolina","US","3657","11","0","2","0","0","24","2","2","109","0","7","175967"
"581","Xevi Solà","212","0","Iberia","ES","5055","11","0","2","0","0","53","1","2","179","0","12","248314"
"582","Sean D Campbell","212","0","Carolina","US","4478","14","0","3","0","0","25","2","3","244","0","13","23801"
"583","Sven Dominik Knöller","211","0","DE-AT-CH","DE","4875","2","2","2","0","1","28","3","1","111","1","3","523395"
"584","Danny Brennan","211","0","UK and I","IE","1250","3","2","2","29","0","27","6","2","122","0","10","448624"
"585","Jessica Saban","211","0","UK and I","GB","2845","3","2","2","20","0","30","2","2","131","0","10","307088"
"586","Pablo Prado","211","0","Iberia","ES","2615","12","1","3","8","0","49","2","2","201","0","15","280761"
"587","Julian Gomez","211","0","Hispanoamérica","CO","1765","14","0","4","1","0","64","3","3","175","0","28","82399"
"588","Fer Gonzalez","211","0","Iberia","ES","1635","18","0","4","0","0","44","3","4","277","0","20","530459"
"589","Toni Alpañez","211","0","Iberia","ES","1848","18","0","4","0","0","56","4","4","237","0","20","399031"
"590","Nick Trollmann","210","0","California Club","US","1999","8","1","2","0","0","5","3","2","170","0","17","375326"
"591","Nick Beaver","210","0","Midwest","US","2918","8","1","2","0","0","23","2","2","207","0","17","74088"
"592","Rui Fernando Queirós","209","0","Iberia","PT","4111","9","1","2","97","0","42","2","2","243","0","10","466944"
"593","Sébastien PETIT","209","0","France","FR","4229","13","0","3","0","0","44","1","2","157","0","14","250062"
"594","Christian Madsen","209","0","Scandinavia","DK","2083","21","0","5","0","0","64","4","4","308","0","21","433218"
"595","Tom Evan Mathiasen","209","0","Scandinavia","DK","1256","21","0","5","0","0","69","4","4","240","0","21","344812"
"596","Michael Velez","209","0","Hispanoamérica","CO","4127","23","0","6","18","0","74","2","4","215","0","17","417093"
"597","Ryan Wingate","208","0","Northwest","US","1383","16","2","3","9","0","32","4","3","134","1","8","408677"
"598","Dennis Ipenburg","208","0","Benelux","NL","4409","3","1","1","0","0","11","2","1","112","0","12","364637"
"599","Thomas Jensen4","207","0","Scandinavia","DK","2233","1","2","2","158","2","21","6","2","167","1","3","430969"
"600","Lars Bachmann","207","0","DE-AT-CH","DE","2365","9","2","3","208","2","35","3","2","245","1","8","208718"
"601","Manel Cubo Torres","207","0","Iberia","ES","6408","5","1","1","0","0","9","1","1","54","0","7","358815"
"602","Luis Tarifa","207","0","Iberia","ES","5847","5","1","1","0","0","21","1","1","35","0","7","313069"
"603","Sergio Ignacio2","207","0","Iberia","ES","6869","5","1","1","0","0","25","1","1","83","0","7","313695"
"604","Alessandro Viganò","207","0","Italy","IT","2335","7","0","2","0","0","23","3","2","127","0","11","511147"
"605","Christian Pieles","207","0","DE-AT-CH","DE","2238","13","0","3","0","0","7","3","3","118","0","7","336344"
"606","Loïc Da Silva","206","0","France","FR","2115","16","1","6","7","0","70","4","4","338","1","8","380901"
"607","Michal Kotáb","206","0","Central-Eastern Europe","CZ","3837","12","0","2","0","0","6","1","2","107","0","9","323361"
"608","Benoît Holzer","206","0","France","FR","2024","15","0","4","0","0","75","3","4","229","0","16","367884"
"609","Lukas David","206","0","Benelux","BE","2071","15","0","4","0","0","84","3","4","317","0","16","203987"
"610","Shane Chancellor","206","0","Australia/NZ","AU","3080","16","0","5","0","0","107","2","4","301","0","14","158204"
"611","Gokberk Kabaci","206","0","International Club","TR","2054","16","0","4","3","0","135","2","4","395","1","6","396234"
"612","Jean Carlos Silva","206","0","Brazil","BR","1771","17","0","4","0","0","79","6","4","363","0","19","495513"
"613","Ricardo V Nojosa","206","0","Brazil","BR","1498","17","0","4","0","0","94","3","4","309","0","19","64376"
"614","Leonardo Corio","205","0","Hispanoamérica","AR","1930","5","1","2","4","0","14","3","2","65","1","8","362255"
"615","Garth Duffy","204","0","Australia/NZ","AU","2376","4","2","2","17","0","1","2","2","56","1","5","356416"
"616","Michal Rak","204","0","Central-Eastern Europe","PL","4082","4","2","2","0","0","20","1","1","165","0","9","421772"
"617","Emil R. Johansson","204","0","Scandinavia","SE","1617","17","1","5","0","0","74","4","4","478","0","9","421760"
"618","Harald Blumauer","204","0","DE-AT-CH","AT","2988","17","0","3","0","0","42","3","3","205","0","8","417504"
"619","Jeff Macpherson","204","0","UK and I","GB","1190","17","0","4","0","0","47","6","4","243","0","25","46324"
"620","Raúl  Galeano Vela ","203","0","Iberia","ES","2120","16","0","5","0","0","68","4","4","318","0","17","410874"
"621","Mikkel Lillienskov","202","0","Scandinavia","DK","3387","10","1","2","0","0","12","2","2","111","0","12","352724"
"622","Victor Gramain","202","0","France","FR","4073","11","0","2","1","0","29","2","2","168","0","10","517342"
"623","Filip Uroic-Toncina","202","0","Central-Eastern Europe","HR","1441","12","0","4","39","0","60","6","4","243","0","11","543838"
"624","Matthew Callentine","201","0","Texas","US","1815","6","1","2","4","1","21","4","2","118","0","17","320660"
"625","Diidier Lapchin","201","0","France","FR","1700","17","2","5","0","0","38","3","4","287","0","24","164180"
"626","Drew Price","201","0","Texas","US","976","10","1","3","0","0","38","6","3","89","0","22","527913"
"627","Ryan Stockton","201","0","Texas","US","2167","10","1","3","58","0","82","4","3","374","0","22","123347"
"628","Christoph Wyniger","200","0","DE-AT-CH","CH","2219","5","2","2","12","0","31","3","2","125","1","3","291300"
"629","Florian Lebigre2","200","0","France","FR","6198","4","1","1","0","0","10","1","1","40","0","5","391777"
"630","Gaston Santarelli","200","0","Hispanoamérica","AR","1991","12","1","3","0","0","8","4","3","206","0","23","529036"
"631","William Coffey2","199","0","West","US","1945","1","2","2","77","2","10","4","2","146","0","11","468415"
"632","Simon Huber","199","0","UK and I","GB","2262","1","2","2","80","2","16","4","2","189","0","11","502024"
"633","Jorge Augusto","199","0","Iberia","AD","4133","8","1","2","0","1","15","1","2","107","0","9","178662"
"634","Paul Gosling2","199","0","UK and I","GB","2145","15","1","4","0","0","38","3","4","216","0","20","141643"
"635","David Fuller3","199","0","UK and I","GB","2008","15","1","4","0","0","62","3","4","183","0","20","302931"
"636","Alberto Gazapo","199","0","Iberia","ES","3236","17","1","3","40","0","39","3","2","202","1","17","512050"
"637","Nuno Castro Pereira","199","0","Iberia","PT","2513","14","0","3","2","0","32","2","3","209","0","12","298399"
"638","Jason Iverson","198","0","Midwest","US","1623","17","2","4","43","0","11","3","3","84","0","20","68061"
"639","Nicky Bocken","198","0","Benelux","BE","2171","10","0","2","0","0","6","3","2","105","0","23","368453"
"640","Subutay Turk","198","0","International Club","TR","1654","10","0","3","1","0","52","5","3","167","0","7","403511"
"641","Florentin Blocryy","197","0","Benelux","BE","3699","10","1","2","40","1","17","2","1","146","0","15","363534"
"642","Benjamin Lessennes","197","0","Benelux","BE","5593","3","1","1","0","0","21","2","1","80","0","13","373227"
"643","Fabio Ciambella","197","0","Italy","IT","3716","8","1","3","0","0","4","1","2","112","0","14","396747"
"644","Falco Veerkamp","197","0","Benelux","NL","3333","11","1","2","5","0","36","2","2","122","0","9","384399"
"645","Nicolas MEYER","196","0","France","FR","1993","6","1","2","0","0","29","3","2","177","0","13","166694"
"646","Jean Charles Chaveneaud","196","0","France","FR","2157","6","1","2","0","0","48","2","2","173","0","13","161682"
"647","James Muirhead","196","0","Australia/NZ","AU","2668","7","1","2","8","0","44","2","2","194","0","5","357629"
"648","Gabe Nale","196","0","Pennsylvania","US","1844","7","1","2","0","0","69","3","2","188","0","5","335917"
"649","Aiden pyke","196","0","Canada","CA","2902","10","1","3","2","0","39","2","3","232","0","5","186584"
"650","Simon Barron","196","0","Canada","CA","1972","10","1","3","0","0","44","3","3","186","0","5","257260"
"651","Ziming Wang","196","0","Asia","CN","1431","14","0","4","0","0","41","4","4","195","0","11","355989"
"652","Peter Madsen","195","0","Scandinavia","DK","2634","10","1","2","0","0","9","2","2","118","0","12","33100"
"653","Christopher Stahl","195","0","DE-AT-CH","DE","3026","12","1","3","0","0","46","3","2","117","0","9","345390"
"654","Anthony Lumpkins","195","0","Mid-South","US","3253","7","0","2","0","0","22","2","2","176","0","14","360743"
"655","Marcus Lumpkins","195","0","Carolina","US","1249","7","0","2","0","0","31","6","2","93","0","14","469253"
"656","Hugh Haycox","195","0","France","FR","5428","11","0","2","0","0","9","1","2","86","0","6","341977"
"657","Larry Krupp","195","0","Michigan","US","1686","11","0","3","0","0","28","3","3","172","0","28","36983"
"658","Markus Søholm","195","0","Scandinavia","DK","6039","11","0","2","0","0","34","1","2","139","0","6","338883"
"659","Fran Parada","194","0","Iberia","ES","4072","11","1","3","0","0","34","3","2","134","0","8","548682"
"660","Ivan Mortellaro","194","0","DE-AT-CH","CH","1510","11","1","4","0","0","70","4","4","183","0","11","492440"
"661","Jaime Salazar","194","0","Hispanoamérica","CL","1484","20","0","4","0","0","88","4","4","174","0","13","524183"
"662","Jakob Lehmann","193","0","DE-AT-CH","DE","2994","10","1","2","0","0","9","2","2","108","0","13","48718"
"663","Raymond Duggan","193","0","Africa/South Africa","ZA","1607","21","0","5","0","0","67","3","4","277","0","16","244590"
"664","Andy Ticehurst","192","0","UK and I","GB","1770","11","2","6","44","1","53","5","2","256","1","8","465365"
"665","Aron Kertesz","192","0","DE-AT-CH","DE","1729","8","1","3","0","1","48","3","3","247","0","13","289904"
"666","Peter Smith","192","0","UK and I","GB","4618","3","1","1","0","0","16","1","1","110","0","8","99312"
"667","Paul Searle","192","0","UK and I","GB","4721","3","1","1","0","0","17","1","1","106","0","8","129852"
"668","Tony Nguyen3","192","0","France","FR","5358","11","1","2","45","0","26","1","2","176","0","6","356049"
"669","Enzo Calleri","192","0","France","FR","2091","17","1","3","48","0","45","3","2","241","0","12","408053"
"670","Paulo Munoz","192","0","Hispanoamérica","CL","6103","6","0","1","0","0","24","1","1","88","0","3","332693"
"671","Jose Polho","192","0","Iberia","PT","2352","9","0","3","0","0","43","3","2","174","0","13","462930"
"672","Gaël VALERO","192","0","France","FR","5402","10","0","2","0","0","44","1","2","136","0","13","393663"
"673","Pedro Rebelo","192","0","Iberia","MC","2178","12","0","4","0","0","28","2","3","200","0","14","296526"
"674","Sebastian S Schipke","191","0","DE-AT-CH","DE","2362","7","1","2","2","1","17","2","2","107","0","4","498628"
"675","Facu Moises","191","0","Hispanoamérica","AR","2371","11","0","3","0","0","60","3","3","237","0","16","536035"
"676","Kevin Cuello2","191","0","Hispanoamérica","AR","1709","11","0","3","0","0","82","3","3","228","0","16","366117"
"677","Boughazi Laurent","191","0","France","FR","2555","12","0","3","0","0","21","2","2","221","0","16","410846"
"678","Christopher Demeritt","191","0","New Jersey","US","3459","13","0","4","0","0","44","1","4","194","0","11","41368"
"679","Christian Cools","191","0","France","FR","3178","15","0","4","0","0","5","2","2","172","0","13","379187"
"680","Juan Ruiz C.","191","0","Iberia","ES","1962","15","0","3","0","0","65","3","3","229","0","15","349047"
"681","Tim Burghold","190","0","DE-AT-CH","DE","2337","15","0","4","0","0","37","4","3","217","0","12","533953"
"682","Danny McCaffrey","190","0","Carolina","US","1781","20","0","4","0","0","50","4","4","300","0","4","469195"
"683","Jared R Young","190","0","New England","US","1838","20","0","4","0","0","57","4","4","278","0","4","486388"
"684","Andrew Locke","189","0","New York","US","2893","11","1","2","0","0","8","3","2","87","0","13","318003"
"685","Christophe Vandeputte","189","0","Benelux","BE","2365","10","0","2","0","0","26","2","2","122","1","2","213656"
"686","Thomas Terry Gunderson","188","0","Midwest","DK","2397","10","1","2","1","0","22","3","2","107","0","19","349214"
"687","Marc De Haro","187","0","Iberia","ES","3218","1","1","1","0","1","19","2","1","96","0","2","363034"
"688","Nick G Johnson","187","0","New Jersey","US","2275","9","1","2","31","1","22","3","2","66","0","10","396303"
"689","Toni Jover","186","0","Iberia","ES","1393","15","0","3","0","0","36","4","3","151","0","22","299259"
"690","Corne Breed","186","0","Africa/South Africa","ZA","1289","21","0","6","19","0","66","8","4","278","0","14","330583"
"691","Axel Chrétien","185","0","France","FR","2963","1","1","1","0","1","0","2","1","27","0","7","245280"
"692","Jeremy Bausseron","185","0","France","FR","2490","9","1","2","0","0","26","3","2","157","0","11","453606"
"693","Adrià Povedano","184","0","Iberia","ES","2990","1","1","1","88","1","7","2","1","97","0","7","247718"
"694","David Bozga","184","0","Benelux","BE","5641","1","1","1","43","1","19","2","1","99","0","7","378737"
"695","Martin Pothieux","184","0","France","FR","1818","9","1","3","7","0","88","7","3","282","0","5","431549"
"696","Angelo Renzitti","184","0","Italy","IT","3925","13","1","3","37","0","54","1","3","172","1","4","212637"
"697","Joe Pepper","184","0","UK and I","GB","2224","16","1","3","25","0","4","3","3","95","0","9","368109"
"698","David Turnbull","184","0","Australia/NZ","NZ","1563","10","0","3","1","0","54","3","3","261","0","15","76444"
"699","Willi Schwabauer","184","0","DE-AT-CH","DE","3283","11","0","3","0","0","59","2","2","274","0","21","381315"
"700","Beignon Cedric","184","0","France","FR","2175","12","0","3","0","0","55","3","3","193","0","10","283363"
"701","Rafal Fill","184","0","DE-AT-CH","DE","2174","13","0","3","0","0","34","3","3","252","0","17","350051"
"702","Jerry Foehrkolb","184","0","Pennsylvania","US","1646","18","0","3","0","0","38","3","3","210","0","26","40256"
"703","Josef Koenig","183","0","DE-AT-CH","AT","3138","2","1","1","0","0","7","2","1","115","0","14","355148"
"704","Basti Kaiser","183","0","DE-AT-CH","DE","2866","2","1","1","0","0","7","2","1","71","0","14","396981"
"705","Chris Nightingale","183","0","UK and I","GB","2073","12","1","4","0","0","68","4","3","267","0","8","382361"
"706","Tony Repussard","183","0","France","FR","6968","6","0","1","0","0","19","1","1","72","0","8","37921"
"707","Markus Fallmann","183","0","DE-AT-CH","AT","1857","15","0","4","0","0","54","3","4","265","0","15","344263"
"708","Martin Hoffmann","183","0","DE-AT-CH","DE","2425","16","0","3","0","0","39","2","3","179","0","11","363707"
"709","Claudio Mack","182","0","DE-AT-CH","DE","4030","5","1","1","0","0","11","2","1","46","0","6","473011"
"710","Niklas Denneler","182","0","DE-AT-CH","DE","3125","5","1","1","0","0","13","2","1","72","0","6","362709"
"711","Eike Wienberg","182","0","DE-AT-CH","DE","4120","5","1","1","0","0","16","2","1","89","0","6","351563"
"712","Anthony Lupini","182","0","Atlantic","US","2278","8","1","2","0","0","27","2","2","128","0","13","29038"
"713","Ondrej Kovarcik","182","0","Central-Eastern Europe","CZ","3734","11","0","2","0","0","25","2","2","117","0","14","395566"
"714","Tymek Kucharczyk","181","0","Central-Eastern Europe","PL","3124","1","1","1","0","1","4","2","1","27","0","6","211723"
"715","Gareth Messham","181","0","UK and I","GB","4755","4","1","1","0","0","2","1","1","40","0","11","229417"
"716","Daniel W Taylor","181","0","UK and I","GB","3631","4","1","1","0","0","5","2","1","60","0","11","278249"
"717","Mo Islam","181","0","Canada","CA","3069","8","1","2","0","0","20","3","2","102","0","14","104984"
"718","Justin Cox5","181","0","Benelux","BE","2283","10","1","2","0","0","39","3","2","171","1","10","365381"
"719","John Tusting","181","0","UK and I","GB","1965","13","1","3","0","0","11","2","3","149","0","21","305843"
"720","Dominik Doernenburg","181","0","Canada","CA","2276","14","1","3","0","0","42","3","3","120","0","12","392930"
"721","William Shaffer2","181","0","Carolina","US","2547","14","1","3","1","0","66","3","3","191","0","12","431773"
"722","Steff Luh","180","0","DE-AT-CH","DE","2046","16","1","4","0","0","79","3","4","163","0","19","264339"
"723","Szabo Bence","180","0","Central-Eastern Europe","HU","3004","16","0","3","8","0","24","3","3","151","1","4","329241"
"724","Marco Pereira","179","0","Iberia","PT","1813","12","1","3","31","1","26","2","3","193","0","11","50580"
"725","Arne Stehn","179","0","DE-AT-CH","DE","3237","10","1","3","0","0","10","2","3","90","1","4","257591"
"726","Trevor Pastrami","179","0","New York","US","4042","10","1","3","0","0","10","2","3","104","1","4","548295"
"727","Theophile Nael","179","0","France","FR","3197","12","0","2","43","0","51","2","2","172","0","9","370257"
"728","Lars Wätzig","179","0","DE-AT-CH","DE","2167","13","0","2","0","0","18","2","2","105","0","16","371951"
"729","Sergio Oliveira","179","0","Iberia","PT","1802","14","0","3","0","0","48","3","3","243","0","17","114526"
"730","Andy Ratel","179","0","France","FR","3376","15","0","3","1","0","87","3","3","217","0","12","459156"
"731","Gio van der Erve","178","0","Benelux","NL","4005","1","1","1","22","1","26","2","1","112","0","2","426115"
"732","Tom Vos","178","0","Benelux","NL","4056","11","1","2","108","1","19","3","1","197","0","2","409203"
"733","Tim Walther","178","0","DE-AT-CH","DE","2706","10","1","2","6","0","24","3","2","156","0","10","507254"
"734","Andreas Nordenhof","177","0","Scandinavia","DK","811","21","1","6","30","1","62","8","3","186","0","25","372337"
"735","Victor Klaesson","177","0","Scandinavia","SE","1257","25","1","7","41","1","175","3","3","328","0","23","367181"
"736","Matthieu Ems","177","0","France","FR","1858","12","1","3","2","0","38","3","3","321","0","9","386292"
"737","Thomas Diard","177","0","France","FR","2631","12","1","3","0","0","64","3","3","254","0","9","16824"
"738","Harley Haughton","175","0","UK and I","GB","4527","4","1","1","0","0","20","1","1","109","0","6","314560"
"739","Jordan L McGlone","175","0","UK and I","GB","3007","10","1","2","0","0","18","2","2","111","0","5","338369"
"740","Jordan Lacey","175","0","UK and I","GB","3436","14","0","3","0","0","14","2","3","122","0","9","354847"
"741","Karol Gorka","174","0","Central-Eastern Europe","PL","1885","8","1","2","70","0","16","4","2","116","1","22","404059"
"742","Krzysztof Hinc2","174","0","Central-Eastern Europe","PL","2295","8","1","2","70","0","49","5","2","150","1","22","434492"
"743","Nikolai Hofmann","174","0","DE-AT-CH","DE","2150","13","1","3","12","0","40","3","3","187","0","15","374036"
"744","Bryan Elliott","174","0","California Club","US","1884","25","1","4","0","0","63","5","4","198","0","28","438221"
"745","Silviu Lazar","174","0","France","FR","2192","12","0","4","0","0","57","2","3","301","0","16","68452"
"746","Joseba Alvarez Bilbao","174","0","Iberia","ES","1798","21","0","3","0","0","13","4","2","126","0","13","337603"
"747","Jesus S Marin","174","0","Iberia","ES","1982","21","0","3","0","0","20","3","2","96","0","13","340080"
"748","Leon van Haandel","173","0","Illinois","US","2635","2","1","1","0","0","5","2","1","30","0","3","369728"
"749","Pedro Gomez","173","0","Iberia","ES","3061","2","1","1","0","0","7","2","1","84","0","3","135050"
"750","Jean Francois Martino","173","0","France","FR","1641","7","1","2","0","0","41","3","2","138","0","30","76478"
"751","Herve Lanoy","173","0","France","FR","1551","7","1","2","0","0","42","4","2","242","0","30","287343"
"752","Pascal Feiss","173","0","DE-AT-CH","DE","2348","11","0","2","24","0","23","3","2","137","0","15","384696"
"753","Marc Veit","173","0","DE-AT-CH","DE","3670","11","0","2","31","0","37","2","2","197","0","15","279053"
"754","Tyler Guillemette","173","0","New England","US","2872","12","0","2","0","0","10","2","2","82","0","15","347769"
"755","Marko Muheljic","173","0","Central-Eastern Europe","HR","3060","16","0","4","0","0","45","3","2","218","0","13","428841"
"756","Srdan Gibanica","173","0","DE-AT-CH","DE","2599","16","0","4","0","0","95","3","2","259","0","13","391025"
"757","Fabrizio Ravera","172","0","Italy","IT","3685","2","1","1","0","0","3","2","1","30","0","3","403491"
"758","Jussi Pohjola","172","0","Finland","FI","2524","4","1","1","0","0","7","3","1","66","0","8","235204"
"759","Jesper Falkenström","172","0","Benelux","NL","1931","11","1","2","0","0","8","3","2","76","0","10","355407"
"760","Anthony Farrell2","172","0","UK and I","GB","3647","13","1","3","0","0","3","2","3","62","0","5","414827"
"761","Prakash Patel","172","0","UK and I","GB","4121","13","1","2","0","0","7","1","2","70","0","3","413983"
"762","Brad Fenly","172","0","Australia/NZ","AU","2458","9","0","2","0","0","11","3","2","149","0","15","159537"
"763","Grant Patullo","172","0","Australia/NZ","AU","2382","9","0","2","0","0","27","2","2","88","0","15","324755"
"764","Pipo Rodrigues","172","0","Iberia","PT","3042","10","0","2","0","0","22","2","2","205","0","16","110646"
"765","Tim Greven","172","0","Benelux","BE","4619","11","0","3","0","0","20","1","2","103","0","6","254161"
"766","Charles Collignon","171","0","France","FR","2187","14","0","3","0","0","52","4","3","270","0","18","433207"
"767","Stefan Schulze","171","0","DE-AT-CH","DE","1760","15","0","3","0","0","73","3","3","186","0","21","404630"
"768","Stephen T Hughes","170","0","UK and I","GB","1313","9","1","3","34","1","34","6","2","218","0","7","552169"
"769","?t?pán Kuthan","170","0","Central-Eastern Europe","CZ","2233","9","1","3","36","1","41","4","2","262","0","7","285990"
"770","David Duino","170","0","Carolina","US","3394","11","1","2","19","1","7","2","1","142","1","5","393922"
"771","Mark D Hutchinson","170","0","UK and I","GB","3324","2","1","1","54","0","7","2","1","93","0","8","388214"
"772","James Crouch","170","0","UK and I","GB","3217","2","1","1","43","0","25","2","1","123","0","8","347786"
"773","Lucas Bacigalupo","170","0","Hispanoamérica","CL","3731","4","1","1","0","0","5","2","1","80","0","6","307185"
"774","Antoine Blankers","170","0","Benelux","NL","4237","7","0","1","0","0","27","1","1","111","0","11","279306"
"775","Raphael Lauber","170","0","DE-AT-CH","PT","2995","14","0","3","0","0","42","3","2","196","0","15","254813"
"776","Rocco Francisco","170","0","Hispanoamérica","AR","1206","14","0","4","0","0","61","4","4","213","0","6","393727"
"777","Nicolas Cuadra","170","0","France","FR","1387","14","0","3","0","0","71","5","3","224","0","23","485982"
"778","Vincent Rondet","170","0","France","FR","995","14","0","3","0","0","84","8","3","327","0","23","439175"
"779","Alexandre ALCALDE-VAZQUEZ","169","0","France","FR","2660","9","1","2","41","1","43","2","2","199","0","10","452896"
"780","Luke McKeown","169","0","UK and I","GB","5688","2","1","1","0","0","1","2","1","36","0","15","487300"
"781","Guillaume Brisset","169","0","France","FR","2932","3","1","1","0","0","5","2","1","100","0","14","344713"
"782","Robin Rogalski","169","0","Central-Eastern Europe","PL","3267","6","0","1","0","0","27","2","1","110","0","15","279276"
"783","Michele Ricci","169","0","Italy","IT","5234","6","0","1","0","0","31","1","1","96","0","15","170472"
"784","Janne Mäkilä","169","0","Finland","FI","3857","11","0","2","0","0","15","1","2","127","0","8","364943"
"785","Juho Peltomäki","169","0","Finland","FI","3708","11","0","2","0","0","25","1","2","113","0","8","67742"
"786","Jose Luis Cuesta","169","0","Iberia","ES","2091","14","0","3","0","0","16","4","3","151","0","12","305481"
"787","Greg Elter","169","0","France","FR","2448","14","0","4","0","0","22","2","4","86","0","10","273414"
"788","David Fernández","169","0","Iberia","ES","2386","14","0","4","0","0","50","3","3","228","0","14","19879"
"789","Karlos Pavó Romero","169","0","Iberia","ES","1518","14","0","4","0","0","66","3","3","175","0","14","493332"
"790","Marcel Plag","169","0","DE-AT-CH","DE","1506","19","0","3","0","0","63","4","3","198","0","16","430712"
"791","Mattia Tragna","168","0","Italy","IT","1476","11","1","3","0","0","23","4","3","110","0","12","394273"
"792","Victor Dugravot","168","0","France","FR","2736","11","0","3","0","0","42","3","3","150","0","15","507914"
"793","Eric DIONISIO","168","0","France","FR","1869","14","0","3","0","0","50","5","3","294","0","9","149405"
"794","Palle Ostenfeldt","168","0","Scandinavia","DK","2018","15","0","3","0","0","1","4","3","134","0","9","335703"
"795","Miguel Valiente","167","0","Iberia","ES","1897","11","1","2","13","1","13","3","2","83","0","12","467728"
"796","Johnathan Hoggard","167","0","UK and I","GB","3776","11","1","3","41","1","59","1","2","176","1","8","186086"
"797","Victor Martins","167","0","France","FR","3026","2","1","1","0","0","31","2","1","95","1","1","255768"
"798","Sami Meguetounif","167","0","France","FR","2550","2","1","1","0","0","32","2","1","111","1","1","409545"
"799","Loic Langouet","167","0","France","FR","1357","4","1","2","0","0","19","7","2","131","0","16","313008"
"800","Tijmen Berends","167","0","Benelux","NL","2825","10","1","2","11","0","28","2","2","134","0","13","245028"
"801","Danny Hoekstra","167","0","Benelux","NL","2627","11","1","2","0","0","17","2","2","95","0","11","243366"
"802","Ronald Verweij2","167","0","Benelux","NL","3422","14","0","2","0","0","13","2","2","190","0","18","362220"
"803","Adje Koster","167","0","Benelux","NL","2834","14","0","2","0","0","19","2","2","103","0","18","406188"
"804","Marvin Nagy","166","0","France","FR","2363","3","2","2","7","1","4","2","1","72","0","14","324359"
"805","Pedro Gómez Gaztelu","166","0","Iberia","ES","1950","1","1","1","0","1","26","3","1","72","0","17","487492"
"806","Ivan Machado Perez","166","0","Iberia","ES","5501","1","1","1","20","1","32","2","1","98","0","17","327883"
"807","Kristian Torp Madsen","166","0","Scandinavia","DK","2012","11","1","2","0","0","43","3","2","100","0","12","381321"
"808","Jay de Marcken","166","0","New England","US","2559","9","0","2","2","0","31","2","2","134","0","8","262676"
"809","Laurent Chauveau2","166","0","Iberia","PT","3135","12","0","2","0","0","10","2","2","161","0","14","329440"
"810","JC Peña","166","0","Iberia","ES","1896","19","0","3","0","0","35","4","3","232","1","16","350038"
"811","Alexander Tanner","165","0","Asia","HK","5166","3","1","1","0","0","16","2","1","93","0","7","386585"
"812","Steven Kelly3","165","0","Canada","CA","1057","11","1","3","0","0","37","7","3","89","0","15","487134"
"813","Morgan McCalister","165","0","Northwest","US","1545","11","1","3","0","0","57","6","3","148","0","15","456394"
"814","Denny Wood","165","0","UK and I","GB","2173","8","0","2","0","0","34","4","2","193","0","17","320032"
"815","Nate Detwiler","165","0","Pennsylvania","US","1688","8","0","2","0","0","66","4","2","177","0","17","169543"
"816","Bill Wright","165","0","Florida","US","2207","12","0","2","0","0","20","3","2","132","0","19","36318"
"817","Angelika Pavlowski","165","0","DE-AT-CH","DE","3353","12","0","2","0","0","33","2","2","127","0","19","177215"
"818","Louis Clarke","165","0","UK and I","GB","3399","12","0","2","0","0","40","3","2","118","0","14","535259"
"819","Terje Sæterhaug","165","0","Scandinavia","NO","1837","22","0","3","0","0","26","4","3","208","0","29","447135"
"820","Piotr Bogun","164","0","Illinois","US","2748","1","1","1","43","1","0","2","1","126","1","1","58708"
"821","Aleksander Stanuch","164","0","Central-Eastern Europe","PL","2733","1","1","1","45","1","9","2","1","89","1","1","351599"
"822","Jonathon McCarthy","164","0","UK and I","IE","3431","4","1","1","0","0","29","2","1","116","0","8","328773"
"823","Szabolcs Stang","163","0","Central-Eastern Europe","HU","2077","7","1","2","34","0","29","3","2","110","0","12","380750"
"824","Andrew Petty","163","0","Florida","US","1784","8","1","2","0","0","20","4","2","59","0","8","452551"
"825","John Creamer","163","0","Atlantic","US","2792","8","1","2","0","0","23","3","2","114","0","8","413173"
"826","Daniel Creamer3","163","0","Florida","US","2056","8","1","2","24","0","33","4","2","103","0","8","358092"
"827","Enrico Martens","163","0","Benelux","BE","1889","10","1","3","0","0","73","3","3","165","0","9","310301"
"828","Brody Garner","163","0","Great Plains","US","2692","12","1","2","0","0","27","3","2","101","0","5","418803"
"829","Sebastian Murray-Wessberg","163","0","Australia/NZ","AU","2384","7","0","2","0","0","30","3","2","203","0","8","93215"
"830","Michael Spithill","163","0","Australia/NZ","AU","2411","7","0","2","1","0","53","4","2","165","0","8","263378"
"831","Benjamin Meelhuijsen","162","0","Benelux","NL","3358","3","1","1","0","0","3","2","1","63","1","1","334355"
