"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"2038","Adam J Pearce","43","0","UK and I","GB","2118","21","0","2","0","0","11","3","2","86","0","16","338510"
"2039","Henri Salmela","43","0","Finland","FI","2334","26","0","2","0","0","15","3","2","137","0","18","27554"
"2040","Robin REVEST","43","0","France","FR","1742","26","0","2","0","0","18","3","2","67","0","27","452302"
"2041","Tony Asumaniemi","43","0","Finland","FI","2209","26","0","2","15","0","22","3","2","87","1","3","482165"
"2042","Driol Grégory","43","0","France","FR","1335","26","0","2","0","0","29","6","2","56","0","27","328018"
"2043","Eerikki Laitala","43","0","Finland","FI","2160","26","0","2","0","0","40","4","2","119","0","18","366587"
"2044","Oskari Piippo","43","0","Finland","FI","1121","26","0","2","0","0","40","6","2","36","1","3","483274"
"2045","Jesper Rasmussen","42","0","Scandinavia","DK","1216","12","0","1","0","0","7","5","1","63","0","11","515779"
"2046","Aitor Seara","42","0","Iberia","ES","1027","12","0","1","0","0","16","7","1","36","0","19","498983"
"2047","César Gómez - Chao Alzola2","42","0","Iberia","ES","1672","12","0","1","0","0","21","4","1","54","0","19","421012"
"2048","Iago Gonzalez","42","0","Iberia","ES","1585","12","0","1","0","0","22","4","1","36","0","19","498945"
"2049","Ivan Fernandez Babarro","42","0","Iberia","ES","564","12","0","1","0","0","36","7","1","37","0","19","495991"
"2050","Gabriel Moureu","42","0","International Club","DO","2524","17","0","1","0","0","15","4","1","35","0","21","418427"
"2051","Eric Nannings","42","0","Benelux","NL","1931","19","0","1","0","0","4","3","1","52","0","11","115803"
"2052","Victor Elsenaar","42","0","Benelux","NL","1480","19","0","1","0","0","10","4","1","40","0","11","129970"
"2053","Sabri Khezzane","42","0","France","FR","1327","26","0","1","0","0","14","8","1","88","0","12","560051"
"2054","Markus Deutsch","42","0","DE-AT-CH","AT","1446","30","0","1","0","0","12","4","1","14","0","3","461635"
"2055","Daniel  Ma?ecki ","41","0","Central-Eastern Europe","PL","2068","16","0","1","0","0","9","5","1","76","0","19","350612"
"2056","Piotr Margula","41","0","Canada","CA","1975","16","0","1","0","0","17","3","1","40","0","19","206720"
"2057","Piotr Krych","41","0","Central-Eastern Europe","PL","1690","16","0","1","0","0","22","4","1","61","0","19","335980"
"2058","Matias Guiffrey","41","0","Hispanoamérica","AR","2360","17","0","1","0","0","10","3","1","50","0","16","247195"
"2059","Mirco Skrzipczyk","41","0","DE-AT-CH","DE","1368","24","0","2","0","0","38","5","1","74","0","14","536680"
"2060","Daniel Thaler","41","0","DE-AT-CH","AT","1842","24","0","2","0","0","61","4","1","105","0","14","494784"
"2061","Ángel Mesa Bonilla","41","0","Iberia","ES","1611","25","0","1","0","0","13","4","1","57","0","24","361619"
"2062","Kyle Francis Lee Miller","41","0","Great Plains","US","1227","26","0","2","0","0","31","11","2","89","0","31","515494"
"2063","Danni Eufracio Gil Sanchez","41","0","Scandinavia","DK","792","27","0","1","0","0","23","6","1","87","0","25","533667"
"2064","Mike Gottrup","41","0","Scandinavia","DK","1472","27","0","1","0","0","27","4","1","77","0","25","526075"
"2065","Leonardo Ambrosi","41","0","Italy","IT","1624","29","0","1","0","0","20","5","1","73","0","24","439244"
"2066","Lorenzo Manfredotti","41","0","Italy","IT","2523","29","0","1","0","0","23","3","1","120","0","24","440352"
"2067","Nicolas Pacheco","40","0","Florida","US","4765","12","0","1","0","0","10","2","1","107","0","14","498247"
"2068","Alexandre Vinícius de Brito","40","0","Brazil","US","3155","12","0","1","0","0","20","2","1","85","0","14","469987"
"2069","Yuki Terao","40","0","Japan","JP","2885","15","0","1","0","0","0","2","1","18","0","5","284429"
"2070","Masatoshi Saito","40","0","Japan","JP","2273","15","0","1","0","0","11","3","1","15","0","5","339182"
"2071","Stefano Secci","40","0","Italy","IT","1553","15","0","1","0","0","11","3","1","63","0","8","359229"
"2072","Braden OLoughlin","40","0","Australia/NZ","NZ","1450","15","0","1","0","0","15","6","1","79","0","9","449234"
"2073","Brenton Nitschke","40","0","Australia/NZ","AU","2617","15","0","1","0","0","29","5","1","74","0","9","100152"
"2074","Alexander Chang","40","0","Australia/NZ","AU","3329","16","0","1","0","0","14","2","1","58","0","10","238935"
"2075","Jake Mush","40","0","Australia/NZ","AU","2237","16","0","1","0","0","24","3","1","62","0","10","385197"
"2076","Lewis Stone","40","0","Australia/NZ","AU","1648","16","0","1","0","0","45","5","1","60","0","10","466086"
"2077","Marius Breuer","40","0","DE-AT-CH","DE","3513","18","0","1","0","0","7","2","1","30","0","11","444521"
"2078","Albrecht Liebenau","40","0","DE-AT-CH","DE","2202","18","0","1","0","0","15","3","1","30","0","11","442502"
"2079","Ken Soszka","40","0","Florida","US","1283","31","0","1","0","0","9","4","1","18","0","35","208819"
"2080","Christophe Bouquet","39","0","France","FR","3768","13","0","1","0","0","1","1","1","30","0","15","324425"
"2081","Nicolas Deguehegny","39","0","France","FR","5016","13","0","1","0","0","6","1","1","33","0","15","346486"
"2082","Clay Walker","39","0","Florida","US","911","14","0","1","0","0","5","7","1","86","0","8","398465"
"2083","Alexander Sparks","39","0","California Club","US","848","14","0","1","0","0","16","9","1","101","0","8","398453"
"2084","Simon Mevissen","39","0","DE-AT-CH","DE","2208","17","0","1","0","0","8","3","1","40","0","6","521288"
"2085","Ramon Fonseca","39","0","Brazil","BR","4188","17","0","1","0","0","10","1","1","30","0","24","319033"
"2086","Luke Pennington","39","0","UK and I","GB","3030","17","0","2","0","0","20","2","2","87","0","7","386142"
"2087","Maxence Antoine","39","0","France","FR","1253","17","0","1","0","0","28","3","1","76","0","7","476700"
"2088","Guilherme Barros","39","0","Brazil","BR","1907","18","0","1","0","0","12","3","1","18","0","18","231598"
"2089","Fabio Queiroz","39","0","Brazil","BR","3954","18","0","1","0","0","29","4","1","46","0","18","362823"
"2090","Gaetan Koeckx","39","0","Benelux","BE","1768","19","0","1","0","0","6","3","1","55","0","10","315476"
"2091","Jim Ray","39","0","California Club","US","1961","23","0","2","0","0","28","3","2","108","0","15","40205"
"2092","Daniel C Neumann","39","0","DE-AT-CH","DE","2265","28","0","1","0","0","26","3","1","112","0","11","100007"
"2093","Benjamin Schafhaeutle","39","0","DE-AT-CH","DE","1226","28","0","1","0","0","40","4","1","46","0","11","122833"
"2094","Unai Llamas","39","0","Iberia","ES","1637","30","0","1","8","0","3","4","1","35","0","13","416237"
"2095","Leonardo Fabián Maz","39","0","Iberia","ES","2062","30","0","1","0","0","8","4","1","74","0","13","418001"
"2096","Patrick Stein2","38","0","Illinois","US","1178","13","0","1","0","0","22","7","1","48","0","16","462588"
"2097","Robert Gregoire","38","0","Canada","CA","759","13","0","1","0","0","23","8","1","76","0","16","495972"
"2098","Arkadiusz Ograbisz","38","0","Central-Eastern Europe","PL","1374","15","0","1","0","0","25","4","1","70","0","6","379056"
"2099","Kamil Dziuk","38","0","Central-Eastern Europe","PL","1723","15","0","1","0","0","25","4","1","54","0","6","454325"
"2100","David Rupprecht","38","0","DE-AT-CH","DE","1740","17","0","1","0","0","16","4","1","78","0","12","226908"
"2101","Cody Bahr","38","0","California Club","US","1544","18","0","1","0","0","18","7","1","56","0","11","295429"
"2102","Josh Ansnes","38","0","California Club","US","1740","18","0","1","0","0","27","3","1","93","0","19","324525"
"2103","Paul Juvanon","38","0","France","FR","1961","30","0","2","0","0","50","4","1","143","0","17","377754"
"2104","Alex Opoku","37","0","DE-AT-CH","DE","3012","13","0","1","0","0","13","2","1","45","0","10","415103"
"2105","Julian S Jatho","37","0","DE-AT-CH","RU","3577","13","0","1","0","0","18","2","1","53","0","10","393191"
"2106","Rob Nouwens2","37","0","Benelux","NL","1841","18","0","1","2","0","7","3","1","70","0","5","539099"
"2107","Nicholas Reeves2","37","0","UK and I","GB","2264","18","0","1","0","0","8","3","1","30","0","6","488795"
"2108","Giuseppe Ali","37","0","Italy","IT","1628","27","0","1","0","0","13","6","1","45","0","30","481212"
"2109","Nicolò Fini","37","0","Italy","IT","1251","27","0","1","0","0","24","4","1","47","0","30","422629"
"2110","Xavier Landron","36","0","France","FR","1723","12","0","1","0","0","3","4","1","35","0","14","35124"
"2111","Max Doridot","36","0","France","FR","2696","12","0","1","0","0","20","2","1","73","0","14","363619"
"2112","Julien Chopin","36","0","France","FR","3128","12","0","1","0","0","23","2","1","53","0","14","16229"
"2113","Tom Athey","36","0","Northwest","US","1606","12","0","1","0","0","34","5","1","91","0","7","492603"
"2114","David M Meyer","36","0","Midwest","US","1543","12","0","1","0","0","58","5","1","71","0","7","511940"
"2115","Jacky Lotterman","36","0","Benelux","NL","4875","14","0","1","0","0","0","1","1","13","0","2","162225"
"2116","Szilard Nagy","36","0","Central-Eastern Europe","HU","2402","14","0","1","0","0","2","2","1","16","0","16","394708"
"2117","David Toth","36","0","Central-Eastern Europe","HU","6078","14","0","1","0","0","4","1","1","15","0","16","155293"
"2118","Laszlo Szabo3","36","0","DE-AT-CH","DE","3694","14","0","1","0","0","6","2","1","15","0","16","394710"
"2119","Liam Hall2","36","0","Australia/NZ","AU","1363","16","0","1","0","0","24","5","1","51","0","21","346204"
"2120","Chris Chadderton","36","0","UK and I","GB","2440","32","0","2","0","0","23","3","2","69","0","22","318959"
"2121","Dylan Stone","35","0","Australia/NZ","AU","2978","12","0","1","0","0","26","4","1","45","0","15","365478"
"2122","Ke Shao","35","0","Midwest","US","2778","15","0","1","0","0","22","3","1","78","0","8","213753"
"2123","Patrick Sanchez","35","0","France","FR","1832","18","0","1","0","0","3","4","1","54","0","24","250007"
"2124","Mick Fahey","35","0","Australia/NZ","NZ","1118","18","0","1","0","0","9","5","1","20","0","7","517567"
"2125","Thierry Le Gall","35","0","France","FR","2302","20","0","1","0","0","4","2","1","14","0","4","256197"
"2126","Doug Ellison","35","0","California Club","US","1682","21","0","1","0","0","2","6","1","32","0","10","17619"
"2127","Yuji Shibuya","35","0","Japan","JP","1645","33","0","1","0","0","6","4","1","30","0","39","315555"
"2128","Kenji Yamamoto","35","0","California Club","US","3138","33","0","1","0","0","8","4","1","28","0","39","517137"
"2129","Masaharu Sugiyama","35","0","Japan","JP","1948","33","0","1","0","0","9","3","1","35","0","39","491798"
"2130","Greg Wilkin","34","0","West","US","4825","16","0","1","0","0","7","1","1","54","0","11","308198"
"2131","Brandon Roseborough","34","0","Carolina","US","4814","16","0","1","0","0","17","1","1","64","0","11","147760"
"2132","Francisco Raul Ochando Navarro","34","0","Iberia","ES","1958","17","0","1","0","0","50","3","1","79","0","3","344221"
"2133","Adam Moore3","34","0","Australia/NZ","AU","1939","21","0","1","0","0","4","4","1","19","0","11","465653"
"2134","Jarkko Laurila","33","0","Finland","FI","1677","16","0","1","0","0","9","6","1","36","0","13","512981"
"2135","Teemu Peltola2","33","0","Finland","FI","2337","16","0","1","0","0","11","5","1","52","0","13","557293"
"2136","Artturi Soratie","33","0","Finland","FI","2021","16","0","1","0","0","32","4","1","74","0","13","300058"
"2137","?ukasz Kwasnik","33","0","DE-AT-CH","DE","3733","18","0","1","0","0","22","3","1","57","0","21","467933"
"2138","Ivan Barreira","33","0","Iberia","ES","2378","19","0","1","0","0","9","2","1","63","0","4","183273"
"2139","Sandeep Pillarisetty","33","0","Florida","US","2969","20","0","1","0","0","17","3","1","92","0","19","535407"
"2140","Jonas Gilis","33","0","Benelux","BE","1598","28","0","1","0","0","6","6","1","19","0","2","346044"
"2141","Neil Ferrier","33","0","UK and I","GB","2592","28","0","1","9","0","12","6","1","51","0","2","352613"
"2142","Ian Peterson2","33","0","UK and I","GB","2775","28","0","1","0","0","16","3","1","37","0","2","484550"
"2143","Remko van der Hoek","33","0","Benelux","NL","1372","31","0","1","0","0","19","5","1","69","0","23","445455"
"2144","Yohan Thiry","33","0","Benelux","BE","2048","34","0","1","0","0","19","3","1","46","0","46","521109"
"2145","Thomas Benenutz","33","0","France","FR","1847","34","0","1","0","0","21","6","1","45","0","46","551080"
"2146","Andrew-Adair Saunders","32","0","DE-AT-CH","DE","1740","15","0","1","0","0","19","3","1","97","0","19","92484"
"2147","Hikaru Suzu Hemmi","32","0","Japan","JP","3942","16","0","1","0","0","4","1","1","18","0","3","325691"
"2148","Ryosuke Imai","32","0","Japan","JP","2448","16","0","1","0","0","9","3","1","9","0","3","428278"
"2149","Carlo Mantovani","32","0","UK and I","GB","2490","19","0","1","1","0","10","3","1","22","0","2","92318"
"2150","Kuzey Ç?kr?kç?","32","0","International Club","TR","2232","19","0","1","0","0","26","4","1","51","0","21","425994"
"2151","James M Richardson","32","0","UK and I","GB","1605","20","0","1","0","0","14","4","1","38","0","8","520376"
"2152","Michal Niedzwiecki","32","0","Central-Eastern Europe","PL","1279","20","0","1","0","0","18","7","1","23","0","8","389240"
"2153","Ryan Cowan","32","0","UK and I","GB","1392","20","0","1","0","0","20","4","1","31","0","8","522417"
"2154","Thomas Wetzonis","31","0","Florida","US","2024","18","0","1","0","0","20","3","1","104","0","19","376981"
"2155","Ethan Lawrence","31","0","Great Plains","US","1427","18","0","1","0","0","21","5","1","81","0","19","354643"
"2156","James Davidsson","31","0","UK and I","GB","1954","22","0","1","0","0","2","3","1","23","0","20","173563"
"2157","Seb Brasseur","31","0","Canada","CA","1757","22","0","1","0","0","8","4","1","16","0","20","451260"
"2158","Robert Northway","30","0","Australia/NZ","NZ","1449","13","0","1","0","0","18","4","1","49","0","14","56128"
"2159","Florin Mergea","30","0","Central-Eastern Europe","RO","3117","14","0","1","0","0","4","2","1","27","0","8","70877"
"2160","Morne Du Plooy","30","0","Africa/South Africa","ZA","1786","15","0","1","0","0","24","4","1","104","0","21","135904"
"2161","Miguel A. Lopez","30","0","Iberia","ES","1181","15","0","1","0","0","24","7","1","75","0","6","525819"
"2162","Alejandro Riveiro","30","0","Iberia","ES","1816","15","0","1","0","0","27","3","1","84","0","6","76554"
"2163","Marius Pretorius","30","0","Africa/South Africa","ZA","1002","15","0","1","0","0","63","8","1","78","0","21","408460"
"2164","Alessandro De Panfilis","30","0","Italy","FR","2128","16","0","1","0","0","15","4","1","44","1","1","442528"
"2165","Francesco La Manna","30","0","Italy","IT","3005","16","0","1","8","0","16","4","1","53","1","1","517614"
"2166","Kevin Buccomino","30","0","Italy","IT","1392","16","0","1","0","0","16","4","1","80","1","1","413864"
"2167","Kike Polidura","30","0","Iberia","ES","1854","17","0","1","0","0","10","3","1","24","0","12","151690"
"2168","Julien Lepetit","30","0","France","FR","1995","17","0","1","0","0","12","4","1","65","0","5","358405"
"2169","Théo Feuillard","30","0","France","FR","2335","17","0","1","1","0","18","4","1","88","0","5","552735"
"2170","Alan J Schneider","30","0","Hispanoamérica","PY","3731","17","0","1","0","0","37","2","1","98","0","12","263968"
"2171","Patrick Schachtzabel","30","0","DE-AT-CH","DE","3603","19","0","1","0","0","26","1","1","61","0","10","439457"
"2172","James Ellis5","30","0","UK and I","GB","1449","29","0","2","0","0","27","6","1","25","0","32","463680"
"2173","Gregory Ruark","30","0","Mid-South","US","982","31","0","1","0","0","7","8","1","27","0","39","55495"
"2174","Daniel Gray10","30","0","Australia/NZ","AU","2488","31","0","1","0","0","29","3","1","34","0","39","169861"
"2175","Oliver Kemp","30","0","UK and I","GB","2121","35","0","1","0","0","17","5","1","47","0","25","407428"
"2176","Martijn Arnoldus","29","0","Benelux","NL","2753","17","0","1","0","0","16","2","1","36","0","18","207774"
"2177","Giuseppe Guarino","29","0","Italy","IT","2680","18","0","1","0","0","6","3","1","54","0","17","416882"
